"","probability_of_goal","is_goal","matchId","lastName","eventSec","angle","x","y","is_through","is_counter","preceding_pass","rank"
"4312",0.358690805349329,1,2500040,"Tackie Mensah Welbeck",2168.96675,60.2601765931853,97,44,0,0,"Air duel",246
"3926",0.358690805349328,0,2500011,"Giroud",936.612712,60.2601765931852,97,56,0,0,"Cross",247
"4412",0.358690805349328,1,2500048,"Rodriguez",513.304384,60.2601765931852,97,56,0,0,"Head pass",248
"66",0.354882332608631,1,2499723,"Rooney",2714.265932,59.8774170670395,94,49,0,0,"Cross",249
"1303",0.354882332608631,0,2499816,"Alli",1907.0753,59.8774170670395,94,51,1,0,"Smart pass",250
"1390",0.354882332608631,1,2499823,"Cook",2788.142258,59.8774170670395,94,51,0,0,"Air duel",251
"1711",0.354882332608631,0,2499847,"Kane",2194.98921,59.8774170670395,94,51,0,0,"Air duel",252
"1725",0.354882332608631,0,2499849,"Wood",189.458741,59.8774170670395,94,49,0,0,"Cross",253
"2682",0.354882332608631,0,2499919,"Schneiderlin",2185.954157,59.8774170670395,94,49,0,0,"Ground defending duel",254
"3038",0.354882332608631,1,2499945,"Ayew",896.261165,59.8774170670395,94,49,0,0,"Air duel",255
"3297",0.354882332608631,0,2499964,"Vokes",2344.455582,59.8774170670395,94,49,0,0,"Head pass",256
"3704",0.354882332608631,1,2499995,"Man\u00e9",1867.560884,59.8774170670395,94,51,0,0,"Cross",257
"4203",0.354882332608631,0,2500033,"Bolasie Yala",686.218313,59.8774170670395,94,49,0,0,"Air duel",258
"4726",0.354882332608631,0,2500076,"Ayew Pel\u00e9",360.198466,59.8774170670395,94,49,0,0,"Air duel",259
"4964",0.354882332608631,0,2500096,"Crouch",1308.816177,59.8774170670395,94,49,0,0,"Air duel",260
"4056",0.351403778866283,0,2500022,"Aubameyang",435.110291,38.4341903539573,90,50,0,1,"Cross",261
"768",0.348597840248371,0,2499774,"Ag\u00fcero del Castillo",1957.474605,52.6305482654203,93,49,0,0,"Cross",262
"1330",0.348597840248371,0,2499818,"Jim\u00e9nez Silva",2475.30596,52.6305482654203,93,49,0,0,"Simple pass",263
"1898",0.348597840248371,0,2499861,"Murray",986.412359,52.6305482654203,93,49,0,0,"Cross",264
"2477",0.348597840248371,0,2499905,"Tadi\u0107",2195.429889,52.6305482654203,93,49,1,0,"Smart pass",265
"3733",0.347155345294762,0,2499998,"McClean",2575.433116,31.3918861175312,91,41,0,1,"Cross",266
"212",0.346182880509826,1,2499734,"Rooney",2074.167487,31.2928573415723,90,58,0,1,"Cross",267
"103",0.342353658631309,0,2499726,"Abraham",587.500749,58.604821742648,94,52,0,0,"Air duel",268
"553",0.342353658631309,1,2499757,"Lascelles",1843.448341,58.604821742648,94,52,0,0,"Air duel",269
"645",0.342353658631309,0,2499765,"Lascelles",1287.85622,58.604821742648,94,52,0,0,"Air duel",270
"875",0.342353658631309,0,2499782,"Niasse",1044.240199,58.604821742648,94,48,0,0,"Cross",271
"891",0.342353658631309,0,2499784,"Sakho",432.829926,58.604821742648,94,48,0,0,"Air duel",272
"1338",0.342353658631309,0,2499819,"Christensen",2357.994016,58.604821742648,94,52,0,0,"Air duel",273
"1423",0.342353658631309,0,2499826,"Dunk",1958.858022,58.604821742648,94,52,0,0,"Air duel",274
"1451",0.342353658631309,0,2499828,"Hern\u00e1ndez Balc\u00e1zar",1393.264176,58.604821742648,94,52,0,0,"Air duel",275
"2153",0.342353658631309,0,2499881,"Ag\u00fcero del Castillo",938.673807,58.604821742648,94,52,0,0,"Air duel",276
"2472",0.342353658631309,1,2499904,"Ag\u00fcero del Castillo",2021.931446,58.604821742648,94,48,0,0,"Cross",277
"2666",0.342353658631309,0,2499918,"Dawson",1077.60245,58.604821742648,94,52,0,0,"Cross",278
"2723",0.342353658631309,0,2499922,"Wells",2419.557913,58.604821742648,94,52,0,0,"Ground loose ball duel",279
"2742",0.342353658631309,0,2499924,"Lingard",2581.162777,58.604821742648,94,48,0,0,"Ground loose ball duel",280
"3366",0.342353658631309,1,2499970,"Ramsey",346.970695,58.604821742648,94,52,0,0,"Cross",281
"3409",0.342353658631309,0,2499972,"Long",1889.301041,58.604821742648,94,48,0,0,"Air duel",282
"3683",0.342353658631309,0,2499994,"James",2604.710375,58.604821742648,94,48,0,0,"Cross",283
"4774",0.342353658631309,0,2500079,"Wilson",2377.159452,58.604821742648,94,52,0,0,"Cross",284
"2827",0.339952289257637,0,2499930,"Izquierdo Mena",1345.408291,37.2664019009771,90,47,0,1,"Ground attacking duel",285
"4458",0.339919781664762,0,2500053,"Livermore",665.05193,30.6518788938968,89,57,0,1,"Ground defending duel",286
"2725",0.339580723727922,1,2499923,"Vardy",128.965719,51.7090253924358,93,48,0,0,"Simple pass",287
"4494",0.339580723727922,1,2500055,"Hazard",1744.234674,51.7090253924358,93,52,0,0,"Cross",288
"3880",0.337908132529131,0,2500008,"de Andrade",374.107622,30.4447973461741,88,55,0,1,"Air duel",289
"4333",0.335394975690424,0,2500042,"Morata Mart\u00edn",1699.740547,51.2772469830972,95,44,0,0,"Cross",290
"2903",0.331498757002391,0,2499936,"Atsu Twasam",804.147623,29.7809230283979,90,59,0,1,"Cross",291
"2107",0.330267513161039,1,2499877,"Dannemann Eriksen",1734.483033,29.652659408653,88,44,1,1,"Smart pass",292
"3236",0.329064197347857,1,2499960,"Monreal Eraso",1925.75045,50.6190784135751,94,45,0,0,"Cross",293
"3373",0.329064197347857,0,2499970,"Niasse",400.750153,50.6190784135751,94,45,0,0,"Cross",294
"880",0.329031574886357,1,2499783,"Davies",951.47018,29.5236627597945,91,40,0,1,"Ground defending duel",295
"3774",0.329031574886357,0,2500000,"Walcott",2025.669334,29.5236627597945,91,60,0,1,"Ground defending duel",296
"4296",0.325437958405479,1,2500040,"Long",968.877557,50.2391853987068,97,57,0,0,"Ground defending duel",297
"1406",0.325290259308442,1,2499825,"Iborra De La Fuente",1949.580742,50.2236660170712,93,47,0,0,"Air duel",298
"2822",0.325290259308442,0,2499930,"Izquierdo Mena",2547.740651,50.2236660170712,93,53,1,0,"Smart pass",299
"309",0.322664821282148,0,2499741,"Kelly",54.1841709999999,56.5583679013992,94,47,0,0,"Air duel",300
"480",0.322664821282148,0,2499752,"Sissoko",786.20388,56.5583679013992,94,47,0,0,"Cross",301
"925",0.322664821282148,0,2499786,"Long",501.208957,56.5583679013992,94,47,0,0,"Air duel",302
"982",0.322664821282148,1,2499790,"Wood",2363.151441,56.5583679013992,94,47,0,0,"Cross",303
"1266",0.322664821282148,0,2499813,"Tomkins",2111.305964,56.5583679013992,94,47,0,0,"Air duel",304
"1557",0.322664821282148,0,2499836,"Lukaku Menama",705.638178,56.5583679013992,94,53,0,0,"Ground loose ball duel",305
"1640",0.322664821282148,0,2499842,"Wijnaldum",2151.380198,56.5583679013992,94,47,0,0,"Air duel",306
"3627",0.322664821282148,1,2499989,"Gosling",2600.525292,56.5583679013992,94,47,0,0,"Cross",307
"3772",0.322664821282148,0,2500000,"Barnes",1736.758749,56.5583679013992,94,53,0,0,"Cross",308
"7",0.321339491838708,0,2499719,"Okazaki",1969.136309,35.3263458119325,92,58,0,1,"Air duel",309
"1530",0.319275872431827,0,2499833,"Ram\u00edrez Castillo",2619.954387,56.1997350703802,95,45,0,0,"Air duel",310
"3182",0.319275872431827,0,2499956,"Shawcross",462.134382,56.1997350703802,95,45,0,0,"Air duel",311
"4999",0.319275872431827,0,2500098,"Noble",562.677635,56.1997350703802,95,45,1,0,"Smart pass",312
"690",0.319275872431827,0,2499767,"de Andrade",876.177002,56.1997350703801,95,55,0,0,"Air duel",313
"1250",0.319275872431827,0,2499811,"Hoedt",2069.343851,56.1997350703801,95,55,0,0,"Air duel",314
"2982",0.319275872431827,0,2499941,"Benteke Liolo",1389.349935,56.1997350703801,95,55,0,0,"Air duel",315
"4383",0.315947527984257,0,2500046,"Son",1375.75801,34.7535353590572,89,52,0,1,"Ground defending duel",316
"1777",0.315554353668515,0,2499852,"Llorente Torres",2217.315902,55.8035707727335,96,44,0,0,"Cross",317
"2770",0.315554353668515,0,2499926,"Alli",1311.796563,55.8035707727335,96,44,0,0,"Air duel",318
"3069",0.315554353668515,1,2499948,"Evans",208.180287,55.8035707727335,96,44,0,0,"Air duel",319
"3747",0.315554353668515,1,2499999,"Dunk",400.706877,55.8035707727335,96,44,0,0,"Air duel",320
"4389",0.315554353668515,0,2500046,"Shawcross",2451.107373,55.8035707727335,96,44,0,0,"Air duel",321
"2017",0.315554353668514,0,2499870,"Dann",1922.124941,55.8035707727333,96,56,0,0,"Air duel",322
"2915",0.315554353668514,0,2499936,"Diouf",2768.158551,55.8035707727333,96,56,0,0,"Air duel",323
"3125",0.315554353668514,0,2499951,"Vokes",2378.658292,55.8035707727333,96,56,0,0,"Ground loose ball duel",324
"3426",0.315554353668514,0,2499973,"Cabaye",2535.400775,55.8035707727333,96,56,0,0,"Ground loose ball duel",325
"4000",0.315554353668514,1,2500017,"Iborra De La Fuente",2874.667106,55.8035707727333,96,56,0,0,"Air duel",326
"1418",0.312676270584742,0,2499825,"Vardy",1923.463398,27.7922749623462,87,56,0,1,"Ground attacking duel",327
"121",0.312012627363318,1,2499727,"Salah Ghaly",712.521492,48.8130193378065,96,57,1,0,"Smart pass",328
"3520",0.312012627363318,1,2499982,"Sterling",126.029541,48.8130193378065,96,43,0,0,"Ground loose ball duel",329
"3262",0.311256001359597,1,2499962,"Wilson",309.562427,34.2508441707732,89,53,1,1,"Smart pass",330
"3870",0.309901180196594,0,2500007,"Kane",2580.676881,34.1049083642688,90,44,1,1,"Smart pass",331
"4654",0.309800870540652,0,2500070,"McArthur",66.954646,27.4829079369697,86,47,0,1,"Simple pass",332
"4320",0.30771780546125,1,2500041,"Mouni\u00e9",1918.565666,48.3498078723851,98,43,0,0,"Ground defending duel",333
"1621",0.306768408510115,0,2499840,"Zouma",2500.11113,48.2469302917886,93,46,0,0,"Cross",334
"185",0.306768408510115,0,2499732,"Okazaki",2421.201341,48.2469302917886,93,54,0,0,"Cross",335
"505",0.306768408510115,0,2499754,"Stones",2047.806681,48.2469302917886,93,54,0,0,"Head pass",336
"2297",0.306768408510115,0,2499891,"Arfield",931.582144,48.2469302917886,93,54,1,0,"Smart pass",337
"1902",0.304946696083184,1,2499861,"Barbosa de Oliveira",169.47687,33.5682029023368,89,54,1,1,"Smart pass",338
"2812",0.304946696083184,0,2499929,"Lacazette",1130.279473,33.5682029023368,89,54,0,1,"Ground defending duel",339
"3104",0.302609559567281,0,2499950,"Batshuayi Tunga",1641.743099,26.7021522625729,90,61,0,1,"Ground defending duel",340
"3868",0.30204717390626,1,2500007,"Son",525.956,33.2518387713454,91,42,0,1,"High pass",341
"4425",0.30204717390626,1,2500049,"Vardy",1576.995768,33.2518387713454,91,58,0,1,"Simple pass",342
"904",0.300048022933637,0,2499784,"Martial",2131.378536,26.4215283199195,92,38,1,1,"Smart pass",343
"2009",0.300048022933637,0,2499870,"Benteke Liolo",920.472668,26.4215283199195,92,38,0,1,"Simple pass",344
"6",0.297532243513633,1,2499719,"Vardy",1710.855093,53.8477709960862,94,54,0,0,"Cross",345
"300",0.297532243513633,0,2499740,"Williams",2357.811824,53.8477709960862,94,46,0,0,"Air duel",346
"373",0.297532243513633,1,2499745,"Clark",1613.899075,53.8477709960862,94,54,0,0,"Cross",347
"395",0.297532243513633,0,2499746,"Wood",2468.285734,53.8477709960862,94,54,0,0,"Air duel",348
"800",0.297532243513633,1,2499777,"Gray",771.506147,53.8477709960862,94,54,0,0,"Simple pass",349
"822",0.297532243513633,1,2499778,"Kouyat\u00e9",2468.777637,53.8477709960862,94,54,0,0,"Air duel",350
"944",0.297532243513633,0,2499787,"de Andrade",1556.061664,53.8477709960862,94,54,0,0,"Air duel",351
"1027",0.297532243513633,0,2499794,"Diouf",82.032561,53.8477709960862,94,46,0,0,"Cross",352
"1425",0.297532243513633,0,2499826,"Abraham",382.226912,53.8477709960862,94,54,0,0,"Ground attacking duel",353
"1522",0.297532243513633,1,2499833,"Zaha",2063.607796,53.8477709960862,94,46,0,0,"Cross",354
"2005",0.297532243513633,0,2499870,"Benteke Liolo",277.268125,53.8477709960862,94,46,0,0,"Cross",355
"2532",0.297532243513633,0,2499909,"Afobe",1961.575827,53.8477709960862,94,46,0,0,"Cross",356
"2572",0.297532243513633,1,2499911,"Tomkins",2625.05333,53.8477709960862,94,54,0,0,"Air duel",357
"2796",0.297532243513633,0,2499928,"Lacazette",993.988158,53.8477709960862,94,46,0,0,"Ground defending duel",358
"3332",0.297532243513633,0,2499967,"de Andrade",2532.457858,53.8477709960862,94,54,0,0,"Cross",359
"3655",0.297532243513633,0,2499992,"Barnes",925.818748,53.8477709960862,94,46,0,0,"Air duel",360
"4032",0.297532243513633,0,2500021,"Tomkins",1348.084292,53.8477709960862,94,54,0,0,"Ground loose ball duel",361
"4377",0.297532243513633,1,2500045,"Pogba",559.130052,53.8477709960862,94,46,0,0,"High pass",362
"31",0.297254829195777,1,2499720,"Ag\u00fcero del Castillo",1455.304065,32.7251422525623,89,55,1,1,"Smart pass",363
"3625",0.297254829195777,0,2499989,"Shelvey",1998.122331,32.7251422525623,89,55,0,1,"Cross",364
"1055",0.296177447531506,0,2499796,"Ince",1591.709645,47.0868897348734,92,50,0,0,"Ground loose ball duel",365
"3713",0.296177447531506,1,2499996,"Lukaku Menama",2324.503636,47.0868897348734,92,50,0,0,"Simple pass",366
"4159",0.296177447531506,0,2500029,"Chambers",1586.492113,47.0868897348734,92,50,0,0,"Air duel",367
"2712",0.295771335282589,0,2499921,"Townsend",1917.694386,47.0419387511386,94,44,0,0,"Cross",368
"4902",0.295771335282589,0,2500091,"Kongolo",288.583578,47.0419387511386,94,44,0,0,"Air duel",369
"1991",0.295771335282589,0,2499869,"de Andrade",374.625399,47.0419387511385,94,56,0,0,"Cross",370
"1926",0.293560763089297,1,2499863,"Calvert-Lewin",1674.538853,25.704620122525,88,40,1,1,"Smart pass",371
"4609",0.293560763089297,0,2500065,"Clucas",1999.844778,25.704620122525,88,40,0,1,"Cross",372
"1393",0.293194689523081,0,2499824,"Redmond",1774.260952,25.6638924488129,89,39,0,1,"Ground defending duel",373
"1528",0.290872181264862,0,2499833,"Benteke Liolo",2140.123991,25.4048032371785,87,41,1,1,"Smart pass",374
"57",0.289397602263178,0,2499722,"Benteke Liolo",558.053142,52.9428614112751,93,50,0,0,"Air duel",375
"241",0.289397602263178,0,2499736,"Bartley",2039.484492,52.9428614112751,93,50,0,0,"Air duel",376
"1440",0.289397602263178,0,2499827,"S\u00e1nchez Mina",2507.370058,52.9428614112751,93,50,0,0,"Air duel",377
"1556",0.289397602263178,0,2499836,"Clark",596.525385,52.9428614112751,93,50,0,0,"Air duel",378
"1881",0.289397602263178,0,2499860,"Lacazette",1900.087493,52.9428614112751,93,50,0,0,"Ground defending duel",379
"2427",0.289397602263178,0,2499900,"de Andrade",2149.933038,52.9428614112751,93,50,0,0,"Air duel",380
"2525",0.289397602263178,0,2499909,"King",2820.693338,52.9428614112751,93,50,0,0,"Air duel",381
"3430",0.289397602263178,1,2499974,"Fern\u00e1ndez",435.224983,52.9428614112751,93,50,0,0,"Ground attacking duel",382
"3610",0.289397602263178,1,2499988,"Hern\u00e1ndez Balc\u00e1zar",2254.837088,52.9428614112751,93,50,0,0,"Ground loose ball duel",383
"3719",0.289397602263178,1,2499996,"Lingard",1788.885257,52.9428614112751,93,50,0,0,"Cross",384
"4387",0.289397602263178,0,2500046,"Campbell",1400.306518,52.9428614112751,93,50,0,0,"Air duel",385
"4403",0.289397602263178,0,2500047,"Okaka Chuka",2254.345146,52.9428614112751,93,50,0,0,"Air duel",386
"4741",0.289397602263178,1,2500077,"Kane",165.941861,52.9428614112751,93,50,0,0,"Cross",387
"1007",0.288451620654343,0,2499793,"Wijnaldum",371.388365,31.7446552566029,89,44,0,1,"Cross",388
"2512",0.288451620654343,0,2499908,"Gayle",2316.094325,31.7446552566029,89,56,0,1,"Simple pass",389
"3197",0.288451620654343,0,2499957,"Man\u00e9",2768.231897,31.7446552566029,89,56,0,1,"Cross",390
"2156",0.288422228191478,1,2499881,"Jim\u00e9nez Silva",1575.122302,46.2221783629251,95,43,0,0,"Cross",391
"3246",0.288067094748484,0,2499961,"Naval da Costa Eduardo ",176.002208,25.0902466145165,85,55,0,1,"Head pass",392
"2527",0.288012923845562,1,2499909,"Ak\u00e9",683.444654,46.1761617823756,92,52,0,0,"Ground loose ball duel",393
"3109",0.288012923845562,0,2499950,"Schelotto",1223.00384,46.1761617823756,92,52,0,0,"Ground loose ball duel",394
"3167",0.288012923845562,1,2499954,"Ag\u00fcero del Castillo",2247.820375,46.1761617823756,92,52,1,0,"Smart pass",395
"4637",0.288012923845562,0,2500068,"Ings",2482.616125,46.1761617823756,92,52,0,0,"Ground loose ball duel",396
"405",0.286620877480231,0,2499747,"Hemed",379.983101,52.6305482654203,93,51,0,0,"Head pass",397
"483",0.286620877480231,0,2499752,"Rooney",2356.224055,52.6305482654203,93,51,0,0,"Air duel",398
"655",0.286620877480231,1,2499765,"Lascelles",1363.276503,52.6305482654203,93,49,0,0,"Air duel",399
"699",0.286620877480231,0,2499768,"Barry",692.049583,52.6305482654203,93,49,0,0,"Air duel",400
"928",0.286620877480231,1,2499786,"Yoshida",1789.668712,52.6305482654203,93,49,0,0,"Simple pass",401
"1591",0.286620877480231,0,2499837,"Reid",2891.999875,52.6305482654203,93,49,0,0,"Air duel",402
"1727",0.286620877480231,0,2499849,"Wood",922.117271,52.6305482654203,93,49,0,0,"Air duel",403
"1928",0.286620877480231,0,2499864,"Tarkowski",944.236037,52.6305482654203,93,51,0,0,"Air duel",404
"1968",0.286620877480231,0,2499866,"Diouf",1281.270314,52.6305482654203,93,49,0,0,"Cross",405
"2059",0.286620877480231,1,2499874,"Sanmart\u00edn Mato",238.177256,52.6305482654203,93,49,1,0,"Smart pass",406
"2110",0.286620877480231,0,2499877,"Lamela",2559.382365,52.6305482654203,93,51,0,0,"Air duel",407
"2237",0.286620877480231,0,2499888,"Izquierdo Mena",270.673122,52.6305482654203,93,51,0,0,"Head pass",408
"2740",0.286620877480231,0,2499924,"Rashford",1740.823807,52.6305482654203,93,49,0,0,"Cross",409
"2747",0.286620877480231,0,2499924,"Tadi\u0107",1537.2074,52.6305482654203,93,51,0,0,"Air duel",410
"2988",0.286620877480231,0,2499942,"Depoitre",480.692076,52.6305482654203,93,51,0,0,"Air duel",411
"3420",0.286620877480231,0,2499973,"Benteke Liolo",814.185781,52.6305482654203,93,51,0,0,"Air duel",412
"3478",0.286620877480231,1,2499978,"Rond\u00f3n Gim\u00e9nez",1607.943554,52.6305482654203,93,49,0,0,"Air duel",413
"3757",0.286620877480231,1,2499999,"Aubameyang",2535.019986,52.6305482654203,93,51,1,0,"Smart pass",414
"4095",0.286620877480231,1,2500025,"Tosun",2282.80588,52.6305482654203,93,49,0,0,"Air duel",415
"4700",0.286620877480231,0,2500074,"Gayle",2540.132311,52.6305482654203,93,51,0,0,"Air duel",416
"4845",0.286620877480231,0,2500085,"de Jesus",2061.074422,52.6305482654203,93,49,0,0,"Air duel",417
"4897",0.286620877480231,0,2500090,"Benteke Liolo",1740.359562,52.6305482654203,93,49,0,0,"Air duel",418
"145",0.285325299626707,0,2499728,"Robson-Kanu",2368.441175,45.8730277581404,93,45,0,0,"Head pass",419
"1117",0.285325299626707,1,2499800,"Niasse",2870.696595,45.8730277581404,93,45,0,0,"Ground defending duel",420
"178",0.285325299626706,0,2499731,"P\u00e9rez Guti\u00e9rrez",1371.013784,45.8730277581404,93,55,0,0,"Air duel",421
"2509",0.285325299626706,0,2499908,"Gayle",1010.968569,45.8730277581404,93,55,0,0,"Cross",422
"3709",0.284447785715667,0,2499996,"S\u00e1nchez S\u00e1nchez",1655.055661,31.2928573415723,90,42,0,1,"Cross",423
"1665",0.284109201202974,0,2499844,"Shelvey",2435.029957,24.6432949413415,85,44,0,1,"Ground loose ball duel",424
"4966",0.282941356500108,1,2500096,"N'Diaye",1846.79295,31.1218810505655,88,54,0,1,"High pass",425
"2986",0.282919381113185,1,2499942,"Lolley",2386.32901,24.5082012874563,87,60,0,1,"Ground attacking duel",426
"4991",0.282919381113185,0,2500097,"Iheanacho",1204.087957,24.5082012874563,87,60,0,1,"Simple pass",427
"1768",0.282251762862912,0,2499852,"Alli",1877.979391,24.4322484651238,84,52,0,1,"Simple pass",428
"1207",0.281753742372152,0,2499808,"Murray",2772.271401,24.3755192435361,89,38,1,1,"Smart pass",429
"4459",0.279570179075114,0,2500053,"Rond\u00f3n Gim\u00e9nez",770.955293,30.7372490494029,92,60,0,1,"Air duel",430
"51",0.278521446746467,1,2499722,"Mouni\u00e9",1506.694938,51.7090253924358,93,48,0,0,"Cross",431
"1142",0.278521446746467,1,2499803,"Merino Zaz\u00f3n",2431.425866,51.7090253924358,93,48,0,0,"Air duel",432
"2296",0.278521446746467,0,2499891,"Tarkowski",506.271218,51.7090253924358,93,48,0,0,"Air duel",433
"2366",0.278521446746467,0,2499896,"Shawcross",1614.735277,51.7090253924358,93,48,0,0,"Air duel",434
"3037",0.278521446746467,0,2499945,"Ayew",893.723128,51.7090253924358,93,48,0,0,"Air duel",435
"3505",0.278521446746467,1,2499980,"Niasse",327.682292,51.7090253924358,93,52,0,0,"Cross",436
"3609",0.278521446746467,0,2499988,"Arnautovi\u0107",2171.770347,51.7090253924358,93,52,0,0,"Air duel",437
"4108",0.278521446746467,0,2500026,"Austin",864.142587,51.7090253924358,93,48,0,0,"Air duel",438
"4262",0.278521446746467,1,2500037,"Defoe",2786.303075,51.7090253924358,93,52,0,0,"Air duel",439
"4360",0.278521446746467,0,2500044,"Morgan",914.991135,51.7090253924358,93,52,0,0,"Air duel",440
